n_modes,n_cut,dim,omega_min,omega_max,omega_q,q_strength,tau_c,g,beta,theta,ed_p00,ed_p11,ed_re01,ed_im01,ed_coh,ed_mz,chi,diag_s
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,7.993103448275862,0.7853981633974483,0.0028320422742745886,0.9971679577257256,0.012313257428155804,0.0,0.024626514856311607,-0.9943359154514511,12400.684545980066,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,8.327586206896552,0.7853981633974483,0.002831729758685049,0.9971682702413154,0.012313435289767038,0.0,0.024626870579534076,-0.9943365404826303,24206.54774670476,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,8.662068965517243,0.7853981633974483,0.0028315416531322136,0.9971684583468682,0.012313544953157672,0.0,0.024627089906315344,-0.9943369166937359,47253.50685435535,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,8.996551724137932,0.7853981633974483,0.002831428021136789,0.9971685719788634,0.012313612554848558,0.0,0.024627225109697115,-0.9943371439577267,92245.18729160308,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,9.331034482758621,0.7853981633974483,0.002831359164543748,0.9971686408354564,0.01231365422117582,0.0,0.02462730844235164,-0.9943372816709126,180077.10470245194,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,9.66551724137931,0.7853981633974483,0.0028313173297323103,0.9971686826702679,0.0123136798989331,0.0,0.0246273597978662,-0.9943373653405356,351541.27870252234,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.12291666666666667,10.0,0.7853981633974483,0.002831291855378259,0.9971687081446218,0.012313695721730729,0.0,0.024627391443461457,-0.9943374162892435,686271.4662211335,0.10408695700016324
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,0.3,0.7853981633974483,0.35594820018944395,0.6440517998105562,0.001662136991007144,0.0,0.003324273982014288,-0.2881035996211122,0.00500885647206197,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,0.6344827586206896,0.7853981633974483,0.22500534193980332,0.7749946580601964,0.006460395352694318,0.0,0.012920790705388636,-0.549989316120393,0.023103838522281536,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,0.9689655172413794,0.7853981633974483,0.13488543215518817,0.8651145678448114,0.012324835129662148,0.0,0.024649670259324297,-0.7302291356896233,0.05699211577437025,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,1.303448275862069,0.7853981633974483,0.07939474184979149,0.9206052581502083,0.017673970610577332,0.0,0.035347941221154665,-0.8412105163004169,0.1124256955484717,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,1.6379310344827587,0.7853981633974483,0.047368376836358306,0.952631623163642,0.021872851377530707,0.0,0.043745702755061414,-0.9052632463272837,0.20072225419371484,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,1.9724137931034484,0.7853981633974483,0.029474112244007655,0.9705258877559921,0.0249034328280964,0.0,0.0498068656561928,-0.9410517755119845,0.3437285133364604,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,2.3068965517241375,0.7853981633974483,0.019600746551011912,0.9803992534489882,0.026986622834040998,0.0,0.053973245668081996,-0.9607985068979762,0.5837613642426707,0.10321182400002726
2,20,800,1.5,2.5,2.0,10.0,1.0,0.19583333333333336,2.6413793103448273,0.7853981633974483,0.01415880757056081,0.9858411924294388,0.02837716348121363,0.0,0.05675432696242726,-0.971682384858878,1.0032956917080404,0.10321182400002726
