sweep,param_name,param,beta,theta,g,ordered_p00,ordered_p11,ordered_coh,ordered_ratio,compact_raw_p00,compact_raw_p11,compact_raw_coh,compact_raw_ratio,compact_running_p00,compact_running_p11,compact_running_coh,compact_running_ratio,raw_dp00,raw_dp11,raw_dcoh,raw_ratio_over_ordered,running_dp00,running_dp11,running_dcoh,running_ratio_over_ordered
temperature,beta,0.78,0.78,1.5707963267948966,0.5,0.307164783426711,0.692835216573289,1.5362465087326882e-17,0.4433446454207755,0.38565653772439745,0.6143434622756025,1.6104292847519144e-17,0.6277539542715714,0.28225323850956624,0.7177467614904338,8.249767728833568e-18,0.3932490589347342,0.07849175429768646,-0.0784917542976864,7.418277601922617e-19,1.415950233651236,-0.024911544917144757,0.024911544917144868,-7.112697358493314e-18,0.887005319668413
temperature,beta,1.3599999999999999,1.3599999999999999,1.5707963267948966,0.5,0.27348138246430265,0.7265186175356974,4.396194990640967e-18,0.3764272186058125,0.7866463368565495,0.21335366314345056,7.58562190443362e-17,3.6870533426353203,0.23931225547182694,0.760687744528173,1.8576640735197976e-17,0.31459985676549007,0.5131649543922469,-0.5131649543922467,7.146002405369523e-17,9.79486381535107,-0.03416912699247571,0.03416912699247565,1.4180445744557007e-17,0.8357521486641833
temperature,beta,1.9399999999999997,1.9399999999999997,1.5707963267948966,0.5,0.2589166292386949,0.7410833707613051,7.839944255322614e-18,0.3493758454905192,0.9994948701773161,0.000505129822683914,1.412549069240247e-16,1978.6890919777506,0.2473644622829414,0.7526355377170586,3.2762874626752553e-17,0.3286643400247387,0.7405782409386212,-0.7405782409386212,1.334149626687021e-16,5663.49711211345,-0.011552166955753507,0.011552166955753451,2.492293037142994e-17,0.9407185535774466
temperature,beta,2.52,2.52,1.5707963267948966,0.5,0.2501148138764868,0.7498851861235132,8.790619394182111e-18,0.3335374781430748,0.999999999996345,3.654965219368478e-12,1.8661016827941199e-16,273600414771.9714,0.28416323106327523,0.7158367689367248,5.216296940147371e-17,0.3969665200145557,0.7498851861198582,-0.7498851861198582,1.7781954888522987e-16,820298865048.7047,0.034048417186788416,-0.034048417186788416,4.33723500072916e-17,1.190170658555715
temperature,beta,3.1,3.1,1.5707963267948966,0.5,0.24390278102992022,0.7560972189700799,8.201110446225087e-18,0.32258124340432454,1.0,0.0,2.278303066445424e-16,999999999999999.9,0.32405405027550827,0.6759459497244917,7.35167993510477e-17,0.4794082284354085,0.7560972189700798,-0.7560972189700799,2.1962919619831731e-16,3099994250895103.0,0.08015126924558805,-0.08015126924558813,6.531568890482261e-17,1.4861627519815725
temperature,beta,3.6799999999999997,3.6799999999999997,1.5707963267948966,0.5,0.23947683450398194,0.7605231654960181,1.9705646847718252e-17,0.31488433931896553,1.0,0.0,2.6146738628986875e-16,999999999999999.9,0.34855797493757124,0.6514420250624288,9.102817845709708e-17,0.535056016541408,0.7605231654960181,-0.7605231654960181,2.417617394421505e-16,3175769243280908.0,0.1090811404335893,-0.1090811404335893,7.132253160937883e-17,1.6992144407646046
temperature,beta,4.26,4.26,1.5707963267948966,0.5,0.23659121823056511,0.7634087817694349,9.378577595362578e-18,0.3099141952260388,0.9999999999997216,2.78388423424758e-13,2.871949181514198e-16,3592103391720.233,0.3554179376024538,0.6445820623975462,1.0203730513474435e-16,0.5513928455912409,0.7634087817691564,-0.7634087817691566,2.778163405560572e-16,11590638463979.68,0.11882671937188871,-0.11882671937188871,9.265872753938178e-17,1.7791790569292167
temperature,beta,4.84,4.84,1.5707963267948966,0.5,0.23511036601378618,0.7648896339862139,1.2775954593328906e-18,0.3073781570139879,1.0,0.0,3.063822549261793e-16,999999999999999.9,0.3505189940507989,0.6494810059492011,1.0738035867176534e-16,0.5396909083407662,0.7648896339862138,-0.7648896339862139,3.051046594668464e-16,3253321607867187.0,0.11540862803701271,-0.1154086280370128,1.0610276321243245e-16,1.7557880936744843
temperature,beta,5.42,5.42,1.5707963267948966,0.5,0.23490170085713877,0.7650982991428612,9.221292944924905e-18,0.3070215959443367,1.0,0.0,3.2070929848575203e-16,999999999999999.9,0.3396022382591841,0.6603977617408159,1.0890944447946111e-16,0.5142389298291817,0.7650982991428612,-0.7650982991428612,3.1148800554082713e-16,3257099869226466.0,0.10470053740204535,-0.10470053740204532,9.968815153453621e-17,1.6749275510977857
temperature,beta,6.0,6.0,1.5707963267948966,0.5,0.2358184352128152,0.7641815647871848,5.139259822745521e-18,0.3085895369361439,1.0,0.0,3.31567158439122e-16,999999999999999.9,0.32612076115051825,0.6738792388494818,1.0812956124330687e-16,0.48394540497687133,0.7641815647871848,-0.7641815647871848,3.2642789861637647e-16,3240550570601260.5,0.09030232593770304,-0.09030232593770304,1.0299030142056135e-16,1.5682495582376588
