delta,bandwidth,omega_min,omega_max,beta,omega_q,theta,g,n_modes,n_cut,dw,detune_over_omega_q,tail_fraction,ordered_p00,ordered_coh,best_p00,best_coh,ed_p00,ed_coh,d_ed_ord_p00,d_ed_best_p00,d_ed_ord_coh,d_ed_best_coh
2.4,4.300000000000001,0.1,4.4,9.06,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2270435093196653,9.332978034809616e-19,0.2521393347057487,9.272302289946995e-17,0.2424936318296599,5.759546634819094e-16,0.015450122509994613,-0.009645702876088763,5.750213656784284e-16,4.832316405824395e-16
2.4,4.300000000000001,0.1,4.4,10.0,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2490377954786513,3.561441093367761e-18,0.2314740548480868,8.605412731238976e-17,0.24442108627899992,6.60378194201869e-16,-0.004616709199651375,0.012947031430913108,6.568167531085013e-16,5.743240668894792e-16
3.0,4.9,0.1,5.0,0.6,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.32063946043296887,1.4060526883077053e-17,0.3053502358357043,5.1712567592004565e-18,0.28308815044041546,1.0758487700889413e-18,-0.037551309992553406,-0.022262085395288844,-1.2984678112988111e-17,-4.095407989111515e-18
3.0,4.9,0.1,5.0,1.54,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.2538483762824807,1.1967780347196827e-17,0.2276050014380529,2.1369220629854867e-17,0.18804819681837484,2.692571740132057e-18,-0.06580017946410585,-0.03955680461967806,-9.27520860706477e-18,-1.867664888972281e-17
3.0,4.9,0.1,5.0,2.48,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.23484816585442722,1.2720069427981626e-19,0.27165449363120303,4.9305105689325617e-17,0.1752022528424374,1.110897526087706e-17,-0.05964591301198982,-0.09645224078876563,1.0981774566597244e-17,-3.8196130428448554e-17
3.0,4.9,0.1,5.0,3.4200000000000004,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.22506398396690966,1.490505482050891e-17,0.33498236585108154,8.36915219565932e-17,0.17686715277951756,2.455682937195651e-17,-0.0481968311873921,-0.15811521307156398,9.651774551447598e-18,-5.91346925846367e-17
3.0,4.9,0.1,5.0,4.36,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.21991673577740603,2.193747837418422e-18,0.35367953010923536,1.042321888958321e-16,0.1808771938785463,3.973609777057735e-17,-0.03903954189885972,-0.17280233623068905,3.7542349933158926e-17,-6.449609112525475e-17
3.0,4.9,0.1,5.0,5.3,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.21836742423722713,2.5778776827012982e-18,0.3417812833522862,1.1008150641718771e-16,0.18479573018071932,5.568928467545624e-17,-0.03357169405650781,-0.15698555317156687,5.3111406992754945e-17,-5.439222174173147e-17
3.0,4.9,0.1,5.0,6.24,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.21972709196096446,2.584208322457915e-17,0.32015372250625984,1.085454329782169e-16,0.18814779600218418,7.211156189400424e-17,-0.031579295958780285,-0.13200592650407567,4.6269478669425093e-17,-3.643387108421266e-17
3.0,4.9,0.1,5.0,7.18,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.2233473306057418,1.0452081808823579e-17,0.29682080081535456,1.0391005698987681e-16,0.19090083070678104,8.885669508150439e-17,-0.03244649989896076,-0.10591997010857351,7.840461327268081e-17,-1.505336190837242e-17
3.0,4.9,0.1,5.0,8.120000000000001,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.22849545717971706,2.0039668838252873e-17,0.2739695123529482,9.797650912775267e-17,0.1931236145071428,1.0582730332720718e-16,-0.03537184267257426,-0.0808458978458054,8.57876344889543e-17,7.850794199454511e-18
3.0,4.9,0.1,5.0,9.06,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.23340521465233885,8.447891076500276e-18,0.2521395570405347,9.1523082070803e-17,0.1949024154505138,1.229510870807856e-16,-0.03850279920182506,-0.05723714159002091,1.1450319600428531e-16,3.142800500998259e-17
3.0,4.9,0.1,5.0,10.0,2.0,1.5707963267948966,0.5,3,4,2.45,0.27500000000000013,0.2872974951836458,0.25727772934285337,1.7899947277582386e-17,0.23147409525285517,8.493534714768562e-17,0.19631859683415956,1.4017380647626355e-16,-0.06095913250869381,-0.03515549841869561,1.2227385919868116e-16,5.523845932857793e-17
3.0,4.9,0.1,5.0,0.6,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.32063946043296887,1.4060526883077053e-17,0.3053502358357043,5.1712567592004565e-18,0.28692181656489635,3.916656058146374e-18,-0.03371764386807252,-0.01842841927080796,-1.0143870824930679e-17,-1.2546007010540823e-18
3.0,4.9,0.1,5.0,1.54,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.2538483762824807,1.1967780347196827e-17,0.2276050014380529,2.1369220629854867e-17,0.2017512044098026,3.4300182463623425e-17,-0.052097171872678094,-0.025853797028250303,2.23324021164266e-17,1.2930961833768558e-17
3.0,4.9,0.1,5.0,2.48,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.23484816585442722,1.2720069427981626e-19,0.27165449363120303,4.9305105689325617e-17,0.19527482886613762,7.469571116950447e-17,-0.039573336988289604,-0.07637966476506541,7.456851047522466e-17,2.539060548017885e-17
3.0,4.9,0.1,5.0,3.4200000000000004,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.22506398396690966,1.490505482050891e-17,0.33498236585108154,8.36915219565932e-17,0.200415431072628,1.3202509569023036e-16,-0.024648552894281667,-0.13456693477845355,1.1712004086972145e-16,4.833357373363716e-17
3.0,4.9,0.1,5.0,4.36,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.21991673577740603,2.193747837418422e-18,0.35367953010923536,1.042321888958321e-16,0.20665095572524753,2.0435221570641082e-16,-0.013265780052158505,-0.14702857438398784,2.021584678689924e-16,1.0012002681057872e-16
3.0,4.9,0.1,5.0,5.3,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.21836742423722713,2.5778776827012982e-18,0.3417812833522862,1.1008150641718771e-16,0.21213566688176555,2.8812688315500854e-16,-0.006231757355461581,-0.12964561647052064,2.8554900547230725e-16,1.7804537673782083e-16
3.0,4.9,0.1,5.0,6.24,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.21972709196096446,2.584208322457915e-17,0.32015372250625984,1.085454329782169e-16,0.21661648013432871,3.796949286106461e-16,-0.003110611826635745,-0.10353724237193113,3.5385284538606695e-16,2.711494956324292e-16
3.0,4.9,0.1,5.0,7.18,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.2233473306057418,1.0452081808823579e-17,0.29682080081535456,1.0391005698987681e-16,0.22017739103506237,4.75926337356498e-16,-0.003169939570679431,-0.07664340978029219,4.654742555476744e-16,3.720162803666212e-16
3.0,4.9,0.1,5.0,8.120000000000001,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.22849545717971706,2.0039668838252873e-17,0.2739695123529482,9.797650912775267e-17,0.2229682585554773,5.744335070417954e-16,-0.005527198624239754,-0.05100125379747089,5.543938382035425e-16,4.764569979140427e-16
3.0,4.9,0.1,5.0,9.06,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.23340521465233885,8.447891076500276e-18,0.2521395570405347,9.1523082070803e-17,0.22513759346220397,6.735504061335051e-16,-0.008267621190134883,-0.027001963578330734,6.651025150570048e-16,5.820273240627021e-16
3.0,4.9,0.1,5.0,10.0,2.0,1.5707963267948966,0.5,3,5,2.45,0.27500000000000013,0.2872974951836458,0.25727772934285337,1.7899947277582386e-17,0.23147409525285517,8.493534714768562e-17,0.2268148824844282,7.722076692837018e-16,-0.03046284685842518,-0.004659212768426985,7.543077220061194e-16,6.872723221360161e-16
3.0,4.9,0.1,5.0,0.6,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.32063946043296887,1.4060526883077053e-17,0.3053502358357043,5.1712567592004565e-18,0.2899511356204645,1.2611234619963078e-17,-0.030688324812504386,-0.015399100215239825,-1.4492922631139744e-18,7.439977860762622e-18
3.0,4.9,0.1,5.0,1.54,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.2538483762824807,1.1967780347196827e-17,0.2276050014380529,2.1369220629854867e-17,0.2137642704904133,2.136341363097959e-17,-0.04008410579206739,-0.013840730947639601,9.395633283782762e-18,-5.8069988752769914e-21
3.0,4.9,0.1,5.0,2.48,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.23484816585442722,1.2720069427981626e-19,0.27165449363120303,4.9305105689325617e-17,0.212274929339471,4.2969547827343065e-17,-0.022573236514956213,-0.05937956429173202,4.284234713306325e-17,-6.335557861982552e-18
3.0,4.9,0.1,5.0,3.4200000000000004,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.22506398396690966,1.490505482050891e-17,0.33498236585108154,8.36915219565932e-17,0.2199379542339292,6.819203453689523e-17,-0.005126029732980458,-0.11504441161715234,5.3286979716386324e-17,-1.5499487419697965e-17
3.0,4.9,0.1,5.0,4.36,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.21991673577740603,2.193747837418422e-18,0.35367953010923536,1.042321888958321e-16,0.22765930952276153,9.248262553696093e-17,0.007742573745355502,-0.12602022058647383,9.02888776995425e-17,-1.1749563358871175e-17
3.0,4.9,0.1,5.0,5.3,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.21836742423722713,2.5778776827012982e-18,0.3417812833522862,1.1008150641718771e-16,0.2340765347386853,1.1457071383917451e-16,0.01570911050145818,-0.10770474861360088,1.1199283615647322e-16,4.4892074219868035e-18
3.0,4.9,0.1,5.0,6.24,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.21972709196096446,2.584208322457915e-17,0.32015372250625984,1.085454329782169e-16,0.23913816838627383,1.3442230500081882e-16,0.01941107642530937,-0.08101555411998601,1.0858022177623966e-16,2.5876872022601912e-17
3.0,4.9,0.1,5.0,7.18,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.2233473306057418,1.0452081808823579e-17,0.29682080081535456,1.0391005698987681e-16,0.2430445648242452,1.5248480021885554e-16,0.01969723421850339,-0.05377623599110937,1.4203271841003195e-16,4.8574743228978735e-17
3.0,4.9,0.1,5.0,8.120000000000001,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.22849545717971706,2.0039668838252873e-17,0.2739695123529482,9.797650912775267e-17,0.24602476521405214,1.6932409892963658e-16,0.017529308034335084,-0.027944747138896053,1.4928443009138372e-16,7.134758980188391e-17
3.0,4.9,0.1,5.0,9.06,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.23340521465233885,8.447891076500276e-18,0.2521395570405347,9.1523082070803e-17,0.24828287561747742,1.8545044670523164e-16,0.014877660965138567,-0.0038566814230572843,1.7700255562873136e-16,9.392736463442864e-17
3.0,4.9,0.1,5.0,10.0,2.0,1.5707963267948966,0.5,3,6,2.45,0.27500000000000013,0.2872974951836458,0.25727772934285337,1.7899947277582386e-17,0.23147409525285517,8.493534714768562e-17,0.2499867867508452,2.0125582025373226e-16,-0.007290942592008159,0.018512691497990036,1.8335587297614987e-16,1.1632047310604663e-16
