key,status,error,timestamp,beta,theta,g,n_modes,n_cut,ordered_p00,ordered_coh,analytic_v12_p00,analytic_v12_coh,analytic_raw_p00,analytic_raw_coh,ed_p00,ed_coh,elapsed_s,analytic_scalebound_p00,analytic_scalebound_coh
6.78461538|3|5,ok,,2026-02-20 10:32:41,6.784615384615385,1.5707963267948966,0.5,3,5,0.2391104485666004,6.78838969289149e-18,0.3066730557697036,1.072332464507517e-16,1.0,3.4966735605918195e-16,0.2357080801571171,4.5688399294681764e-18,0.022633799999312,1.0,3.4246812667180093e-16
7.81538462|3|5,ok,,2026-02-20 10:32:41,7.815384615384616,1.5707963267948966,0.5,3,5,0.2439769616788219,4.021467548710236e-18,0.2812808736180651,1.0149335694450267e-16,1.0,3.6082581035047823e-16,0.2382311372402479,6.661212732033285e-18,0.021599799998512,1.0,3.5249931069027956e-16
8.84615385|3|5,ok,,2026-02-20 10:32:41,8.846153846153847,1.5707963267948966,0.5,3,5,0.2491658432682009,7.256274840149223e-18,0.2570069925612697,9.477139992076694e-17,1.0,3.687502998060666e-16,0.2398663436014742,8.100493521459796e-18,0.021264399998472,1.0,3.594945060398117e-16
9.87692308|3|5,ok,,2026-02-20 10:32:41,9.876923076923076,1.5707963267948966,0.5,3,5,0.1372586525968836,8.815521408774453e-18,0.2341117036475777,8.770081789980059e-17,1.0,3.746109960455261e-16,0.2409222242053518,8.988912315421271e-18,0.0211183999999775,1.0,3.645778628712941e-16
10.90769231|3|5,ok,,2026-02-20 10:32:41,10.907692307692308,1.5707963267948966,0.5,3,5,0.2773849835654745,1.8310705880825248e-17,0.2126669346972161,8.061964910720125e-17,1.0,3.790887822888825e-16,0.2416031283563741,9.441863985492972e-18,0.021652700001141,0.9999998345444678,3.683951986818434e-16
11.93846154|3|5,ok,,2026-02-20 10:32:41,11.93846153846154,1.5707963267948966,0.5,3,5,0.357638538426593,5.382389204600089e-18,0.1926916091973316,7.372426124913351e-17,1.0,3.8260234362363717e-16,0.2420421834892736,9.564286316038708e-18,0.0217277000047033,1.0,3.7133981102472023e-16
12.96923077|3|5,ok,,2026-02-20 10:32:41,12.969230769230771,1.5707963267948966,0.5,3,5,0.5,4.894244548200079e-34,0.1741771079684883,6.713168650161785e-17,0.999989783408255,3.85418046211834e-16,0.242325427730249,9.442585939120017e-18,0.0220301000008475,1.0,3.736633591691978e-16
14.00000000|3|5,ok,,2026-02-20 10:32:41,14.0,1.5707963267948966,0.5,3,5,0.4027216309267352,1.778968326176735e-18,0.1570981737463424,6.091070677931855e-17,1.0,3.877238374401448e-16,0.2425082784989214,9.144026847767276e-18,0.0216672000024118,1.0,3.7552885644972456e-16
0.60000000|3|6,ok,,2026-02-20 10:32:41,0.6,1.5707963267948966,0.5,3,6,0.3289834567267669,8.156610498446434e-18,0.311532114333834,5.6034702799387626e-18,0.3628146670590665,9.192920631552489e-18,0.2850312536948668,1.3946516865818997e-18,0.0761459999994258,0.36059919708377536,9.037513261387737e-18
1.63076923|3|6,ok,,2026-02-20 10:32:41,1.6307692307692307,1.5707963267948966,0.5,3,6,0.2682899329197803,1.403340444965622e-17,0.2404451903580123,2.4885139145322145e-17,0.97124012970106,1.1423742065123592e-16,0.2187311013190162,1.4776119377047164e-17,0.0754746000020532,0.9672635880553893,1.1364367642968988e-16
